roi,image,plate,area,meangray,perim,circ,perc.area,AR,round,solidity,red,green,blue
5,DSC_1178_Plate17end.JPG,17,399,41.236,77.497,0.835,0,1.266,0.79,0.927,60.308,54.639,8.717
6,DSC_1178_Plate17end.JPG,17,826,42.289,115.054,0.784,0,1.34,0.746,0.923,60.192,58.328,8.324
7,DSC_1178_Plate17end.JPG,17,127,73.165,46.87,0.726,0,1.505,0.665,0.87,93.268,82.992,43.22
8,DSC_1178_Plate17end.JPG,17,1424,55.798,198.208,0.455,0,1.25,0.8,0.779,77.02,79.369,10.981
9,DSC_1178_Plate17end.JPG,17,123,72.577,57.841,0.462,0,1.901,0.526,0.717,93.154,86.683,37.976
10,DSC_1178_Plate17end.JPG,17,2160,55.714,226.149,0.531,0,1.437,0.696,0.827,78.894,82.939,5.332
11,DSC_1178_Plate17end.JPG,17,196,63.837,59.941,0.686,0,1.711,0.584,0.867,89.163,79.566,22.714
12,DSC_1178_Plate17end.JPG,17,837,58.386,127.196,0.65,0,1.358,0.736,0.887,74.576,70.188,30.281
13,DSC_1178_Plate17end.JPG,17,1115,47.77,134.368,0.776,0,1.382,0.724,0.933,70.922,69.654,2.764
14,DSC_1178_Plate17end.JPG,17,2803,40.09,233.765,0.645,0,1.915,0.522,0.88,55.45,61.338,3.491
15,DSC_1178_Plate17end.JPG,17,303,73.934,91.983,0.45,0,1.208,0.828,0.804,102.488,90.01,29.241
16,DSC_1178_Plate17end.JPG,17,2522,47.389,197.966,0.809,0,1.349,0.741,0.947,68.606,69.585,3.962
17,DSC_1178_Plate17end.JPG,17,910,41.554,113.154,0.893,0,1.327,0.753,0.963,57.592,62.397,4.611
18,DSC_1178_Plate17end.JPG,17,1822,43.08,186.409,0.659,0,2.04,0.49,0.91,60.397,63.007,5.847
19,DSC_1178_Plate17end.JPG,17,1549,51.639,167.924,0.69,0,1.741,0.574,0.914,73.697,74.018,7.183
20,DSC_1178_Plate17end.JPG,17,2545,45.075,190.652,0.88,0,1.257,0.795,0.97,64.143,68.095,2.992
21,DSC_1178_Plate17end.JPG,17,210,75.129,67.598,0.578,0,1.5,0.667,0.816,99.59,91.6,34.138
22,DSC_1178_Plate17end.JPG,17,1737,46.231,195.581,0.571,0,1.754,0.57,0.862,64.752,70.413,3.585
23,DSC_1178_Plate17end.JPG,17,2409,39.787,227.865,0.583,0,2.028,0.493,0.87,54.855,61.166,3.326
24,DSC_1178_Plate17end.JPG,17,3594,40.66,240.451,0.781,0,1.466,0.682,0.949,57.672,61.794,2.511
25,DSC_1178_Plate17end.JPG,17,1013,53.332,150.024,0.566,0,1.432,0.699,0.856,74.473,73.332,12.188
26,DSC_1178_Plate17end.JPG,17,1266,47.071,142.267,0.786,0,1.452,0.689,0.932,67.105,68.821,5.352
27,DSC_1178_Plate17end.JPG,17,1107,43.631,132.61,0.791,0,1.199,0.834,0.922,61.284,60.21,9.379
28,DSC_1178_Plate17end.JPG,17,213,53.075,54.284,0.908,0,1.511,0.662,0.945,71.615,66.272,21.376
29,DSC_1178_Plate17end.JPG,17,1760,56.184,232.492,0.409,0,1.788,0.559,0.846,77.339,75.664,15.524
30,DSC_1178_Plate17end.JPG,17,2223,39.745,201.723,0.686,0,1.935,0.517,0.897,55.448,59.639,4.15
1,DSC_1181_Plate18end.JPG,18,3227,46.907,247.421,0.662,0,1.751,0.571,0.894,66.129,66.559,8.004
2,DSC_1181_Plate18end.JPG,18,1800,45.21,171.681,0.767,0,1.68,0.595,0.942,67.049,63.772,4.788
3,DSC_1181_Plate18end.JPG,18,1253,60.038,177.966,0.497,0,1.514,0.66,0.839,79.354,73.48,27.197
4,DSC_1181_Plate18end.JPG,18,1792,36.396,184.551,0.661,0,1.735,0.576,0.906,50.527,52.941,5.701
5,DSC_1181_Plate18end.JPG,18,2680,37.914,237.421,0.597,0,2.07,0.483,0.871,53.119,57.512,3.125
6,DSC_1181_Plate18end.JPG,18,2340,38.432,196.51,0.761,0,1.621,0.617,0.923,53.704,56.517,5.085
7,DSC_1181_Plate18end.JPG,18,5747,34.598,448.316,0.359,0,1.986,0.504,0.736,48.136,52.931,2.724
8,DSC_1181_Plate18end.JPG,18,1615,58.581,187.723,0.576,0,2.206,0.453,0.826,83.646,79.221,12.833
9,DSC_1181_Plate18end.JPG,18,207,56.048,60.77,0.704,0,2.486,0.402,0.914,77.99,69.377,20.787
10,DSC_1181_Plate18end.JPG,18,195,52.882,55.698,0.79,0,1.299,0.77,0.907,76.015,69.333,13.256
11,DSC_1181_Plate18end.JPG,18,2333,38.231,228.693,0.561,0,1.91,0.523,0.859,53.394,55.82,5.487
12,DSC_1181_Plate18end.JPG,18,6370,52.748,532.884,0.282,0,2.285,0.438,0.723,74.399,71.288,12.513
13,DSC_1181_Plate18end.JPG,18,3575,39.369,237.865,0.794,0,1.462,0.684,0.952,54.696,59.345,4.057
14,DSC_1181_Plate18end.JPG,18,102,63.941,37.213,0.926,0,1.126,0.888,0.919,85.657,77.118,28.99
15,DSC_1181_Plate18end.JPG,18,3151,33.174,236.007,0.711,0,1.442,0.694,0.932,46.043,50.537,2.952
16,DSC_1181_Plate18end.JPG,18,1226,43.908,135.296,0.842,0,1.391,0.719,0.954,64.69,62.64,4.387
17,DSC_1181_Plate18end.JPG,18,528,38.852,95.397,0.729,0,1.36,0.735,0.884,56.786,53.055,6.729
18,DSC_1181_Plate18end.JPG,18,397,73.574,107.397,0.433,0,1.679,0.596,0.757,89.03,82.363,49.285
19,DSC_1181_Plate18end.JPG,18,282,68.709,66.77,0.795,0,1.401,0.714,0.928,91.652,86.184,28.262
20,DSC_1181_Plate18end.JPG,18,222,48.401,59.012,0.801,0,1.689,0.592,0.897,67.869,61.194,16.113
21,DSC_1181_Plate18end.JPG,18,302,57.772,70.912,0.755,0,1.912,0.523,0.888,80.278,72.871,20.156
22,DSC_1181_Plate18end.JPG,18,4370,35.176,265.279,0.78,0,1.521,0.658,0.949,48.772,54.565,2.201
23,DSC_1181_Plate18end.JPG,18,2183,39.401,183.238,0.817,0,1.432,0.698,0.953,55.121,59.218,3.84
24,DSC_1181_Plate18end.JPG,18,319,47.492,71.012,0.795,0,1.72,0.581,0.923,67.141,59.871,15.439
25,DSC_1181_Plate18end.JPG,18,2536,40.816,219.137,0.664,0,1.971,0.507,0.898,57.451,60.876,4.093
26,DSC_1181_Plate18end.JPG,18,1522,38.327,149.539,0.855,0,1.369,0.73,0.963,53.244,57.445,4.241
27,DSC_1181_Plate18end.JPG,18,3027,38.115,231.38,0.711,0,1.88,0.532,0.925,53.768,57.418,3.152
28,DSC_1181_Plate18end.JPG,18,1053,50.95,127.054,0.82,0,1.067,0.937,0.951,71.656,68.369,12.821
29,DSC_1181_Plate18end.JPG,18,546,46.223,93.154,0.791,0,1.673,0.598,0.933,64.082,64.018,10.615
30,DSC_1181_Plate18end.JPG,18,2049,43.212,195.723,0.672,0,1.635,0.612,0.883,59.215,62.559,7.879
31,DSC_1181_Plate18end.JPG,18,3786,32.065,279.563,0.609,0,2.048,0.488,0.889,44.087,49.431,2.701
32,DSC_1181_Plate18end.JPG,18,905,39.851,120.368,0.785,0,1.275,0.784,0.906,55.443,55.869,8.244
33,DSC_1181_Plate18end.JPG,18,1920,32.934,193.38,0.645,0,1.371,0.73,0.897,44.015,49.401,5.391
1,DSC_1184_Plate19end.JPG,19,3116,38.489,257.179,0.592,0,2.099,0.476,0.86,53.03,59.625,2.824
2,DSC_1184_Plate19end.JPG,19,3921,33.244,293.22,0.573,0,1.738,0.575,0.839,44.75,50.786,4.206
3,DSC_1184_Plate19end.JPG,19,1729,42.616,179.581,0.674,0,1.995,0.501,0.899,60.899,62.401,4.532
4,DSC_1184_Plate19end.JPG,19,1344,47.496,159.338,0.665,0,1.711,0.584,0.886,66.87,68.746,6.859
5,DSC_1184_Plate19end.JPG,19,2478,44.946,221.622,0.634,0,2.219,0.451,0.905,63.415,68.247,3.178
6,DSC_1184_Plate19end.JPG,19,2704,43.601,201.48,0.837,0,1.399,0.715,0.959,61.619,65.223,3.966
7,DSC_1184_Plate19end.JPG,19,4793,38.323,302.149,0.66,0,1.858,0.538,0.9,53.264,58.372,3.332
8,DSC_1184_Plate19end.JPG,19,131,67.672,42.627,0.906,0,1.198,0.835,0.916,91.84,78.634,32.489
9,DSC_1184_Plate19end.JPG,19,2486,38.44,199.137,0.788,0,1.463,0.684,0.948,52.814,59,3.509
10,DSC_1184_Plate19end.JPG,19,633,60.441,107.983,0.682,0,1.156,0.865,0.904,87.836,76.425,16.981
11,DSC_1184_Plate19end.JPG,19,1244,45.855,140.368,0.793,0,1.497,0.668,0.934,65.964,67.608,3.952
12,DSC_1184_Plate19end.JPG,19,1606,38.258,152.267,0.87,0,1.259,0.795,0.961,52.875,58.688,3.202
13,DSC_1184_Plate19end.JPG,19,2667,56.822,265.321,0.476,0,2.213,0.452,0.853,80.572,83.892,5.998
14,DSC_1184_Plate19end.JPG,19,1846,41.055,170.752,0.796,0,1.624,0.616,0.944,56.917,64.333,1.902
15,DSC_1184_Plate19end.JPG,19,1254,46.22,134.267,0.874,0,1.011,0.989,0.957,64.423,69.26,4.975
16,DSC_1184_Plate19end.JPG,19,139,60.288,43.456,0.925,0,1.107,0.903,0.921,85.734,76.302,18.755
17,DSC_1184_Plate19end.JPG,19,2373,37.852,190.309,0.823,0,1.458,0.686,0.952,51.735,58.782,3.052
18,DSC_1184_Plate19end.JPG,19,3106,37.113,252.007,0.615,0,1.906,0.525,0.879,51.191,55.58,4.57
19,DSC_1184_Plate19end.JPG,19,2626,36.789,247.279,0.54,0,1.633,0.612,0.846,51.206,54.929,4.23
20,DSC_1184_Plate19end.JPG,19,2007,45.886,174.752,0.826,0,1.264,0.791,0.951,64.434,69.794,3.422
21,DSC_1184_Plate19end.JPG,19,974,57.374,135.196,0.67,0,1.813,0.552,0.895,80.504,82.535,9.091
22,DSC_1184_Plate19end.JPG,19,1343,49.305,182.309,0.508,0,2.601,0.384,0.78,70.44,71.4,6.071
23,DSC_1184_Plate19end.JPG,19,2565,39.759,196.995,0.831,0,1.43,0.699,0.959,55.543,60.974,2.725
24,DSC_1184_Plate19end.JPG,19,2044,45.14,200.894,0.636,0,2.07,0.483,0.883,62.796,67.692,4.949
25,DSC_1184_Plate19end.JPG,19,774,56.842,116.61,0.715,0,1.516,0.66,0.894,82.636,80.88,7.092
26,DSC_1184_Plate19end.JPG,19,220,77.632,65.497,0.644,0,1.834,0.545,0.856,101.473,95.918,35.532
27,DSC_1184_Plate19end.JPG,19,1586,55.276,182.794,0.596,0,1.606,0.623,0.888,79.507,79.736,6.562
28,DSC_1184_Plate19end.JPG,19,4487,49.786,311.321,0.582,0,1.815,0.551,0.893,69.916,72.908,6.547
29,DSC_1184_Plate19end.JPG,19,5671,39.811,456.215,0.342,0,1.419,0.705,0.769,56.51,59.145,3.774
30,DSC_1184_Plate19end.JPG,19,223,70.843,77.255,0.47,0,1.53,0.654,0.716,103.529,86.188,22.785
31,DSC_1184_Plate19end.JPG,19,508,59.159,95.154,0.705,0,1.489,0.671,0.871,85.441,80.531,11.47
32,DSC_1184_Plate19end.JPG,19,1532,50.018,189.723,0.535,0,1.684,0.594,0.865,71.856,74.463,3.713
33,DSC_1184_Plate19end.JPG,19,1191,52.829,161.681,0.573,0,1.05,0.953,0.802,73.144,73.895,11.418
34,DSC_1184_Plate19end.JPG,19,531,67.55,141.924,0.331,0,2.65,0.377,0.72,95.676,90.202,16.729
35,DSC_1184_Plate19end.JPG,19,287,72.997,94.569,0.403,0,1.971,0.507,0.703,94.143,88.679,36.174
1,DSC_1187_Plate20end.JPG,20,4614,53.098,379.161,0.403,0,1.463,0.683,0.79,74.826,78.863,5.604
2,DSC_1187_Plate20end.JPG,20,243,68.827,73.497,0.565,0,2.301,0.435,0.786,94.86,84.523,27.119
3,DSC_1187_Plate20end.JPG,20,107,82.495,43.113,0.723,0,1.576,0.634,0.849,100.159,94.065,53.308
4,DSC_1187_Plate20end.JPG,20,1796,56.673,190.752,0.62,0,1.235,0.81,0.857,80.043,79.739,10.224
5,DSC_1187_Plate20end.JPG,20,613,47.367,122.024,0.517,0,1.614,0.62,0.812,59.246,62.688,20.098
6,DSC_1187_Plate20end.JPG,20,210,62.605,71.598,0.515,0,1.795,0.557,0.733,91.043,82.214,14.538
7,DSC_1187_Plate20end.JPG,20,1026,48.51,137.782,0.679,0,2.072,0.483,0.907,66.472,70.162,8.86
8,DSC_1187_Plate20end.JPG,20,1470,57.639,170.894,0.633,0,1.912,0.523,0.891,83.402,81.699,7.809
9,DSC_1187_Plate20end.JPG,20,309,58.948,81.74,0.581,0,1.077,0.928,0.824,74.243,70.709,31.796
10,DSC_1187_Plate20end.JPG,20,1900,43.376,184.409,0.702,0,1.676,0.597,0.893,59.614,66.598,3.885
11,DSC_1187_Plate20end.JPG,20,2071,48.425,175.581,0.844,0,1.267,0.79,0.954,67.242,73.738,4.264
12,DSC_1187_Plate20end.JPG,20,2129,42.423,183.095,0.798,0,1.487,0.673,0.951,57.637,64.73,4.905
13,DSC_1187_Plate20end.JPG,20,2728,40.387,255.907,0.523,0,1.84,0.543,0.794,54.687,61.639,4.821
14,DSC_1187_Plate20end.JPG,20,3041,49.418,214.066,0.834,0,1.347,0.742,0.958,68.788,77.007,2.451
15,DSC_1187_Plate20end.JPG,20,2155,46.182,207.723,0.628,0,2.164,0.462,0.873,63.408,70.613,4.524
16,DSC_1187_Plate20end.JPG,20,107,75.804,43.456,0.712,0,1.366,0.732,0.846,97.636,93.944,35.869
17,DSC_1187_Plate20end.JPG,20,2141,41.112,212.936,0.593,0,2.556,0.391,0.871,54.544,61.907,6.892
18,DSC_1187_Plate20end.JPG,20,3638,44.303,283.321,0.57,0,2.177,0.459,0.87,61.413,65.836,5.659
19,DSC_1187_Plate20end.JPG,20,1844,42.422,162.61,0.876,0,1.292,0.774,0.969,57.201,65.777,4.324
20,DSC_1187_Plate20end.JPG,20,3160,38.197,236.007,0.713,0,1.736,0.576,0.914,51.085,59.091,4.401
21,DSC_1187_Plate20end.JPG,20,1546,40.991,164.267,0.72,0,1.698,0.589,0.906,53.788,61.056,8.126
22,DSC_1187_Plate20end.JPG,20,443,59.147,84.669,0.777,0,1.228,0.815,0.901,82.476,80.429,14.506
1,DSC_1190_Plate21end.JPG,21,1291,48.544,140.953,0.817,0,1.445,0.692,0.945,71.573,69.28,4.755
2,DSC_1190_Plate21end.JPG,21,624,42.003,98.225,0.813,0,1.313,0.762,0.928,63.054,54.696,8.24
3,DSC_1190_Plate21end.JPG,21,293,61.539,72.426,0.702,0,1.673,0.598,0.88,84.433,78.461,21.662
4,DSC_1190_Plate21end.JPG,21,1786,43.654,192.894,0.603,0,2.079,0.481,0.882,62.076,65.128,3.747
5,DSC_1190_Plate21end.JPG,21,490,46.788,86.426,0.824,0,1.07,0.935,0.932,63.829,61.561,14.984
6,DSC_1190_Plate21end.JPG,21,201,51.786,52.77,0.907,0,1.192,0.839,0.92,75.453,69.378,10.483
7,DSC_1190_Plate21end.JPG,21,210,50.729,69.841,0.541,0,2.451,0.408,0.782,74.348,68.114,9.643
8,DSC_1190_Plate21end.JPG,21,574,48.174,90.426,0.882,0,1.213,0.825,0.954,69.939,65.657,8.923
9,DSC_1190_Plate21end.JPG,21,246,52.354,65.841,0.713,0,1.929,0.518,0.877,71.744,68.439,16.789
10,DSC_1190_Plate21end.JPG,21,103,59.204,37.456,0.923,0,1.139,0.878,0.912,81.68,72.922,22.981
11,DSC_1190_Plate21end.JPG,21,3326,36.738,245.179,0.695,0,1.687,0.593,0.909,50.646,56.008,3.555
12,DSC_1190_Plate21end.JPG,21,1896,43.943,174.309,0.784,0,1.396,0.716,0.939,62.035,66.335,3.472
13,DSC_1190_Plate21end.JPG,21,2373,45.674,195.823,0.778,0,1.549,0.646,0.942,64.323,69.696,2.995
14,DSC_1190_Plate21end.JPG,21,2568,39.073,230.451,0.608,0,2.26,0.442,0.905,54.417,57.41,5.395
15,DSC_1190_Plate21end.JPG,21,3138,46.064,261.078,0.579,0,2.176,0.46,0.87,64.43,69.874,3.885
16,DSC_1190_Plate21end.JPG,21,3155,35.756,226.693,0.771,0,1.425,0.702,0.939,48.909,55.529,2.82
17,DSC_1190_Plate21end.JPG,21,3684,47.426,263.037,0.669,0,1.947,0.514,0.903,66.855,71.508,3.914
18,DSC_1190_Plate21end.JPG,21,196,67.867,56.184,0.78,0,2.004,0.499,0.903,94.505,83.383,25.699
19,DSC_1190_Plate21end.JPG,21,524,75.414,131.439,0.381,0,1.75,0.571,0.713,97.41,91.714,37.227
20,DSC_1190_Plate21end.JPG,21,1996,36.088,196.894,0.647,0,2.087,0.479,0.88,49.708,55.383,3.168
21,DSC_1190_Plate21end.JPG,21,398,68.475,107.882,0.43,0,1.064,0.94,0.799,100.224,86.764,18.364
22,DSC_1190_Plate21end.JPG,21,203,64.759,77.497,0.425,0,1.12,0.893,0.721,92.123,85.571,16.606
23,DSC_1190_Plate21end.JPG,21,205,46.18,56.284,0.813,0,1.781,0.561,0.943,62.273,56.961,19.21
24,DSC_1190_Plate21end.JPG,21,976,45.79,166.61,0.442,0,2.255,0.443,0.744,64.577,67.703,5.055
25,DSC_1190_Plate21end.JPG,21,1227,55.019,138.853,0.8,0,1.485,0.673,0.946,78.535,76.901,9.543
26,DSC_1190_Plate21end.JPG,21,1504,42.404,172.267,0.637,0,2.212,0.452,0.863,59.297,61.99,5.928
27,DSC_1190_Plate21end.JPG,21,1999,37.726,178.995,0.784,0,1.598,0.626,0.942,51.076,57.801,4.315
28,DSC_1190_Plate21end.JPG,21,3326,31.551,252.108,0.658,0,1.87,0.535,0.892,41.756,48.59,4.305
29,DSC_1190_Plate21end.JPG,21,410,65.273,118.953,0.364,0,2.939,0.34,0.772,93.263,85.988,16.559
30,DSC_1190_Plate21end.JPG,21,2536,33.729,200.551,0.792,0,1.601,0.624,0.947,44.66,52.745,3.793
31,DSC_1190_Plate21end.JPG,21,2040,42.12,188.024,0.725,0,1.564,0.639,0.905,60.716,61.46,4.188
32,DSC_1190_Plate21end.JPG,21,1383,42.662,158.953,0.688,0,1.873,0.534,0.912,59.058,61.224,7.685
33,DSC_1190_Plate21end.JPG,21,2105,51.704,175.439,0.859,0,1.353,0.739,0.969,75.824,73.029,6.231
34,DSC_1190_Plate21end.JPG,21,3464,37.297,257.279,0.658,0,1.71,0.585,0.913,50.174,55.527,6.227
35,DSC_1190_Plate21end.JPG,21,467,64.889,89.497,0.733,0,1.48,0.676,0.889,90.343,84.227,20.096
36,DSC_1190_Plate21end.JPG,21,728,45.707,102.811,0.865,0,1.077,0.929,0.939,65.144,63.692,8.245
1,DSC_1193_Plate22end.JPG,22,1762,55.296,166.409,0.8,0,1.383,0.723,0.956,81.719,77.734,6.452
2,DSC_1193_Plate22end.JPG,22,696,57.218,141.924,0.434,0,1.733,0.577,0.789,80.731,76.276,14.701
3,DSC_1193_Plate22end.JPG,22,7469,38.436,531.286,0.333,0,1.826,0.548,0.707,53.307,59.067,2.943
4,DSC_1193_Plate22end.JPG,22,2573,40.988,212.551,0.716,0,1.692,0.591,0.922,57.808,62.1,3.04
5,DSC_1193_Plate22end.JPG,22,2420,52.891,202.936,0.738,0,1.396,0.717,0.915,78.617,72.924,7.127
6,DSC_1193_Plate22end.JPG,22,214,66.883,60.426,0.736,0,1.219,0.821,0.901,92.79,85.238,22.491
7,DSC_1193_Plate22end.JPG,22,104,88.904,87.882,0.169,0,5.95,0.168,0.527,108.26,101.077,57.375
8,DSC_1193_Plate22end.JPG,22,2506,40.392,201.037,0.779,0,1.461,0.684,0.927,56.178,61.756,3.223
9,DSC_1193_Plate22end.JPG,22,1257,85.044,504.115,0.062,0,5.664,0.177,0.207,105.976,99.365,49.934
10,DSC_1193_Plate22end.JPG,22,1234,34.41,139.539,0.796,0,1.397,0.716,0.942,48.049,52.711,2.492
11,DSC_1193_Plate22end.JPG,22,1732,54.126,240.693,0.376,0,2.423,0.413,0.741,79.227,75.471,7.684
12,DSC_1193_Plate22end.JPG,22,2229,45.676,222.451,0.566,0,1.91,0.524,0.863,65.074,68.736,3.202
13,DSC_1193_Plate22end.JPG,22,752,54.287,108.811,0.798,0,1.244,0.804,0.936,77.934,72.61,12.328
14,DSC_1193_Plate22end.JPG,22,1254,48.766,150.953,0.692,0,1.932,0.518,0.924,71.364,71.067,3.88
15,DSC_1193_Plate22end.JPG,22,105,71.952,42.284,0.738,0,1.129,0.886,0.833,95.038,90.324,30.39
16,DSC_1193_Plate22end.JPG,22,2595,41.933,204.066,0.783,0,1.545,0.647,0.943,58.506,64.869,2.444
17,DSC_1193_Plate22end.JPG,22,861,43.554,116.569,0.796,0,1.251,0.799,0.941,60.76,64.396,5.492
18,DSC_1193_Plate22end.JPG,22,634,50.951,107.255,0.693,0,1.456,0.687,0.889,70.623,70.607,11.674
19,DSC_1193_Plate22end.JPG,22,164,74.518,92.569,0.241,0,3.407,0.293,0.509,93.073,88.628,41.787
20,DSC_1193_Plate22end.JPG,22,3292,49.832,268.291,0.575,0,1.344,0.744,0.85,70.315,74.461,4.727
21,DSC_1193_Plate22end.JPG,22,3305,38.68,249.279,0.668,0,1.903,0.525,0.908,52.861,60.763,2.425
22,DSC_1193_Plate22end.JPG,22,3964,48.017,284.049,0.617,0,1.934,0.517,0.909,68.443,72.877,2.747
23,DSC_1193_Plate22end.JPG,22,2809,45.177,211.037,0.793,0,1.488,0.672,0.943,63.821,69.367,2.334
24,DSC_1193_Plate22end.JPG,22,220,66.755,68.184,0.595,0,1.814,0.551,0.809,92.923,86.732,20.523
25,DSC_1193_Plate22end.JPG,22,893,76.38,229.563,0.213,0,1.736,0.576,0.742,99.124,94.882,35.103
26,DSC_1193_Plate22end.JPG,22,1902,45.517,195.723,0.624,0,1.858,0.538,0.885,65.232,67.407,3.912
27,DSC_1193_Plate22end.JPG,22,1507,47.846,146.953,0.877,0,1.207,0.829,0.959,67.015,69.648,6.865
28,DSC_1193_Plate22end.JPG,22,116,62.216,44.87,0.724,0,1.665,0.601,0.869,88.647,82.793,15.164
29,DSC_1193_Plate22end.JPG,22,2923,43.55,228.836,0.701,0,1.581,0.633,0.915,62.057,65.589,2.998
30,DSC_1193_Plate22end.JPG,22,1677,42.652,158.853,0.835,0,1.282,0.78,0.952,59.249,64.38,4.329
31,DSC_1193_Plate22end.JPG,22,219,65.708,54.527,0.926,0,1.179,0.849,0.928,89.731,80.018,27.306
32,DSC_1193_Plate22end.JPG,22,2355,36.852,198.894,0.748,0,1.715,0.583,0.944,50.268,57.704,2.583
33,DSC_1193_Plate22end.JPG,22,3597,39.862,309.647,0.471,0,1.494,0.669,0.848,53.767,56.627,9.195
34,DSC_1193_Plate22end.JPG,22,2503,47.662,212.551,0.696,0,1.918,0.521,0.91,66.67,71.05,5.231
35,DSC_1193_Plate22end.JPG,22,1790,49.123,172.51,0.756,0,1.366,0.732,0.908,68.123,70.384,8.865
36,DSC_1193_Plate22end.JPG,22,2617,51.749,251.179,0.521,0,1.96,0.51,0.82,72.634,74.733,7.852
37,DSC_1193_Plate22end.JPG,22,280,54.439,66.669,0.792,0,1.683,0.594,0.908,76.868,70.846,15.604
38,DSC_1193_Plate22end.JPG,22,199,67.497,57.941,0.745,0,1.335,0.749,0.884,96.307,87.935,18.166
39,DSC_1193_Plate22end.JPG,22,177,70.147,51.941,0.824,0,1.199,0.834,0.878,93.243,84.503,32.616
40,DSC_1193_Plate22end.JPG,22,482,61.894,87.497,0.791,0,1.383,0.723,0.922,90.942,84.502,10.247
1,DSC_1196_Plate23end.JPG,23,466,52.03,88.669,0.745,0,1.907,0.524,0.933,74.193,64.987,16.886
2,DSC_1196_Plate23end.JPG,23,169,59.308,52.77,0.763,0,2.13,0.47,0.878,81.923,71.799,24.089
3,DSC_1196_Plate23end.JPG,23,143,63.392,47.698,0.79,0,1.82,0.55,0.914,83.769,75.161,31.112
4,DSC_1196_Plate23end.JPG,23,184,52.272,53.113,0.82,0,1.366,0.732,0.902,75.995,68.114,12.728
5,DSC_1196_Plate23end.JPG,23,1915,45.973,177.924,0.76,0,1.755,0.57,0.938,64.974,69.413,3.527
6,DSC_1196_Plate23end.JPG,23,1151,44.86,161.338,0.556,0,2.147,0.466,0.833,62.575,67.353,4.666
7,DSC_1196_Plate23end.JPG,23,638,47.574,105.64,0.718,0,1.37,0.73,0.876,68.972,62.792,10.904
8,DSC_1196_Plate23end.JPG,23,348,51.871,81.497,0.658,0,1.266,0.79,0.857,65.388,63.307,26.92
9,DSC_1196_Plate23end.JPG,23,1865,42.672,196.652,0.606,0,2.05,0.488,0.895,58.393,60.138,9.473
10,DSC_1196_Plate23end.JPG,23,2685,44.515,226.794,0.656,0,1.65,0.606,0.891,62.48,66.601,4.484
11,DSC_1196_Plate23end.JPG,23,1862,43.507,170.853,0.802,0,1.356,0.737,0.93,61.149,65.443,3.933
12,DSC_1196_Plate23end.JPG,23,1140,44.943,149.095,0.644,0,1.941,0.515,0.897,63,66.088,5.746
13,DSC_1196_Plate23end.JPG,23,1096,52.468,140.853,0.694,0,1.067,0.937,0.907,76.437,75.063,5.895
14,DSC_1196_Plate23end.JPG,23,2516,43.548,196.995,0.815,0,1.374,0.728,0.954,60.521,66.997,3.117
15,DSC_1196_Plate23end.JPG,23,2900,36.298,236.108,0.654,0,1.962,0.51,0.91,49.761,55.945,3.214
16,DSC_1196_Plate23end.JPG,23,3399,41.841,263.907,0.613,0,1.94,0.515,0.876,58.194,64.46,2.873
17,DSC_1196_Plate23end.JPG,23,1423,39.65,152.267,0.771,0,1.479,0.676,0.916,55.881,58.286,4.763
18,DSC_1196_Plate23end.JPG,23,2086,38.791,192.309,0.709,0,1.729,0.578,0.912,53.104,59.056,4.249
19,DSC_1196_Plate23end.JPG,23,2224,42.235,184.752,0.819,0,1.523,0.657,0.952,57.88,65.488,3.326
20,DSC_1196_Plate23end.JPG,23,4227,45.618,292.149,0.622,0,1.82,0.549,0.917,64.62,69.484,2.771
21,DSC_1196_Plate23end.JPG,23,3537,40.362,249.664,0.713,0,1.651,0.606,0.931,57.068,61.377,2.663
22,DSC_1196_Plate23end.JPG,23,625,60.563,103.054,0.74,0,1.413,0.708,0.909,85.27,79.429,16.93
23,DSC_1196_Plate23end.JPG,23,711,45.698,118.811,0.633,0,2.509,0.399,0.891,63.99,61.626,11.453
24,DSC_1196_Plate23end.JPG,23,638,47.895,100.811,0.789,0,1.092,0.916,0.908,67.124,68.636,7.964
25,DSC_1196_Plate23end.JPG,23,1872,43.279,170.309,0.811,0,1.48,0.676,0.948,60.897,66.099,2.827
26,DSC_1196_Plate23end.JPG,23,348,49.503,78.083,0.717,0,1.651,0.606,0.897,70.463,62.698,15.316
27,DSC_1196_Plate23end.JPG,23,1511,53.698,179.823,0.587,0,2.53,0.395,0.867,75.903,77.374,7.829
28,DSC_1196_Plate23end.JPG,23,2435,54.268,231.321,0.572,0,1.96,0.51,0.883,75.886,78.67,8.21
29,DSC_1196_Plate23end.JPG,23,3321,41.962,284.291,0.516,0,1.496,0.668,0.866,58.295,64.755,2.82
30,DSC_1196_Plate23end.JPG,23,331,48.689,74.669,0.746,0,1.289,0.776,0.893,66.583,60.366,19.094
31,DSC_1196_Plate23end.JPG,23,219,71.105,62.426,0.706,0,1.587,0.63,0.862,97.379,91.205,24.79
32,DSC_1196_Plate23end.JPG,23,5106,36.471,424.617,0.356,0,4.172,0.24,0.829,50.457,55.703,3.247
33,DSC_1196_Plate23end.JPG,23,101,61.317,37.213,0.917,0,1.415,0.707,0.927,83.614,75.802,24.604
34,DSC_1196_Plate23end.JPG,23,2711,37.879,222.794,0.686,0,1.782,0.561,0.9,51.224,58.854,3.56
