roi,image,plate,area,meangray,perim,circ,areafraction,AR,round,solidity,red,green,blue
5,DSC_1090_plate14.JPG,14,4174,55.546,389.647,0.345,0,3.27,0.306,0.815,254.063,0.5,0.352
6,DSC_1090_plate14.JPG,14,3600,42.653,265.664,0.641,0,1.936,0.516,0.881,255,0,0
7,DSC_1090_plate14.JPG,14,210,65.262,65.698,0.611,0,1.816,0.551,0.837,255,0,0
8,DSC_1090_plate14.JPG,14,529,51.289,95.397,0.73,0,1.296,0.771,0.897,255,0,0
9,DSC_1090_plate14.JPG,14,3097,45.239,264.392,0.557,0,2.077,0.481,0.834,255,0,0
10,DSC_1090_plate14.JPG,14,535,75.293,161.723,0.257,0,2.014,0.496,0.634,245.85,4.241,3.387
11,DSC_1090_plate14.JPG,14,2268,64.261,272.676,0.383,0,1.27,0.787,0.874,250.577,1.618,1.169
12,DSC_1090_plate14.JPG,14,3232,53.461,236.108,0.729,0,1.324,0.755,0.937,255,0,0
13,DSC_1090_plate14.JPG,14,1880,42.574,172.167,0.797,0,1.094,0.914,0.948,255,0,0
14,DSC_1090_plate14.JPG,14,436,49.846,83.598,0.784,0,1.102,0.907,0.921,255,0,0
15,DSC_1090_plate14.JPG,14,2116,41.32,175.238,0.866,0,1.331,0.751,0.966,255,0,0
16,DSC_1090_plate14.JPG,14,1982,48.732,205.137,0.592,0,1.44,0.695,0.878,254.752,0.132,0.079
17,DSC_1090_plate14.JPG,14,428,62.154,89.154,0.677,0,1.432,0.698,0.853,254.617,0.208,0.154
18,DSC_1090_plate14.JPG,14,145,65.11,55.698,0.587,0,2.203,0.454,0.824,255,0,0
19,DSC_1090_plate14.JPG,14,509,68.079,97.296,0.676,0,1.254,0.798,0.869,254.678,0.167,0.1
20,DSC_1090_plate14.JPG,14,1243,55.849,164.853,0.575,0,1.256,0.796,0.881,255,0,0
21,DSC_1090_plate14.JPG,14,222,60.896,58.77,0.808,0,1.188,0.842,0.892,255,0,0
22,DSC_1090_plate14.JPG,14,931,49.629,119.64,0.817,0,1.509,0.663,0.944,255,0,0
23,DSC_1090_plate14.JPG,14,2981,51.307,220.35,0.772,0,1.367,0.732,0.951,255,0,0
1,DSC_1091_plate15.JPG,15,539,63.967,104.468,0.621,0,1.93,0.518,0.846,254.351,0.286,0.239
2,DSC_1091_plate15.JPG,15,3867,57.567,318.777,0.478,0,1.868,0.535,0.863,254.005,0.378,0.307
3,DSC_1091_plate15.JPG,15,2952,46.129,228.35,0.711,0,1.479,0.676,0.916,254.935,0.025,0.02
4,DSC_1091_plate15.JPG,15,3414,44.729,225.279,0.845,0,1.286,0.778,0.966,255,0,0
5,DSC_1091_plate15.JPG,15,1968,61.64,319.061,0.243,0,2.016,0.496,0.679,251.582,1.985,0.826
6,DSC_1091_plate15.JPG,15,516,54.266,91.983,0.766,0,1.759,0.568,0.915,255,0,0
7,DSC_1091_plate15.JPG,15,3532,52.826,254.593,0.685,0,1.316,0.76,0.937,253.729,0.738,0.522
8,DSC_1091_plate15.JPG,15,883,63.81,164.894,0.408,0,1.317,0.759,0.812,252.72,1.264,0.673
9,DSC_1091_plate15.JPG,15,292,68.37,96.811,0.392,0,1.593,0.628,0.739,255,0,0
10,DSC_1091_plate15.JPG,15,529,72.053,192.108,0.18,0,1.38,0.724,0.55,254.679,0.172,0.119
11,DSC_1091_plate15.JPG,15,1543,54.159,219.765,0.401,0,1.484,0.674,0.763,251.771,1.822,0.996
12,DSC_1091_plate15.JPG,15,376,68.532,86.569,0.63,0,1.511,0.662,0.84,250.63,1.798,1.42
13,DSC_1091_plate15.JPG,15,2200,57.707,244.593,0.462,0,1.472,0.68,0.85,254.247,0.305,0.232
14,DSC_1091_plate15.JPG,15,2317,56.842,209.279,0.665,0,1.834,0.545,0.919,254.56,0.239,0.142
15,DSC_1091_plate15.JPG,15,2436,49.426,223.765,0.611,0,1.901,0.526,0.9,253.569,0.889,0.701
16,DSC_1091_plate15.JPG,15,2969,58.48,296.191,0.425,0,1.961,0.51,0.81,254.889,0.062,0.028
17,DSC_1091_plate15.JPG,15,3877,53.122,340.132,0.421,0,1.719,0.582,0.892,254.517,0.265,0.16
18,DSC_1091_plate15.JPG,15,5340,48.695,349.487,0.549,0,1.693,0.591,0.916,254.525,0.257,0.111
19,DSC_1091_plate15.JPG,15,2510,61.569,225.078,0.623,0,1.277,0.783,0.904,251.163,1.394,1.106
20,DSC_1091_plate15.JPG,15,2017,64.829,282.576,0.317,0,2.374,0.421,0.794,249.023,3.226,1.652
21,DSC_1091_plate15.JPG,15,4093,48.295,392.718,0.333,0,2.406,0.416,0.63,255,0,0
22,DSC_1091_plate15.JPG,15,2448,46.922,202.693,0.749,0,1.263,0.792,0.942,254.728,0.146,0.055
23,DSC_1091_plate15.JPG,15,2546,52.094,308.919,0.335,0,1.388,0.721,0.728,254.935,0.036,0.01
24,DSC_1091_plate15.JPG,15,373,73.614,96.225,0.506,0,1.535,0.652,0.838,253.15,0.842,0.713
25,DSC_1091_plate15.JPG,15,2955,63.723,358.475,0.289,0,2.802,0.357,0.811,254.944,0.031,0.018
26,DSC_1091_plate15.JPG,15,311,57.322,71.355,0.768,0,1.808,0.553,0.92,255,0,0
27,DSC_1091_plate15.JPG,15,116,63.845,81.539,0.219,0,3.541,0.282,0.581,253.586,0.784,0.457
1,DSC_1092_plate16.JPG,16,3345,50.356,344.919,0.353,0,2.387,0.419,0.686,253.58,0.829,0.285
2,DSC_1092_plate16.JPG,16,737,50.901,111.296,0.748,0,1.462,0.684,0.907,252.607,1.354,0.995
3,DSC_1092_plate16.JPG,16,751,59.266,161.823,0.36,0,1.418,0.705,0.703,254.348,0.342,0.137
4,DSC_1092_plate16.JPG,16,2845,61.026,286.333,0.436,0,1.96,0.51,0.829,254.353,0.355,0.168
5,DSC_1092_plate16.JPG,16,4850,48.561,435.144,0.322,0,1.868,0.535,0.795,251.492,2.044,0.629
6,DSC_1092_plate16.JPG,16,336,76.64,94.569,0.472,0,2.217,0.451,0.771,253.06,1.092,0.836
7,DSC_1092_plate16.JPG,16,1408,59.092,183.137,0.528,0,1.245,0.803,0.883,252.455,1.479,0.727
8,DSC_1092_plate16.JPG,16,5359,52.917,462.784,0.314,0,1.966,0.509,0.842,250.497,2.572,1.074
9,DSC_1092_plate16.JPG,16,3491,46.852,341.304,0.377,0,1.817,0.55,0.822,255,0,0
10,DSC_1092_plate16.JPG,16,163,75.761,60.426,0.561,0,1.413,0.707,0.809,255,0,0
11,DSC_1092_plate16.JPG,16,4519,59.772,454.5,0.275,0,3.276,0.305,0.668,253.506,0.938,0.637
12,DSC_1092_plate16.JPG,16,3806,43.769,339.12,0.416,0,2.058,0.486,0.738,254.957,0.023,0.008
13,DSC_1092_plate16.JPG,16,202,30.149,83.154,0.367,0,2.203,0.454,0.714,253.985,0.183,0.139
14,DSC_1092_plate16.JPG,16,196,44.52,171.012,0.084,0,17.353,0.058,0.467,255,0,0
15,DSC_1092_plate16.JPG,16,2984,52.484,249.664,0.602,0,1.943,0.515,0.892,255,0,0
16,DSC_1092_plate16.JPG,16,3829,48.328,265.321,0.684,0,1.496,0.668,0.94,254.911,0.048,0.031
17,DSC_1092_plate16.JPG,16,2443,54.275,210.836,0.691,0,1.231,0.812,0.92,255,0,0
18,DSC_1092_plate16.JPG,16,1328,62.826,222.978,0.336,0,1.566,0.639,0.765,254.331,0.295,0.233
19,DSC_1092_plate16.JPG,16,2357,48.242,237.765,0.524,0,2.227,0.449,0.881,255,0,0
20,DSC_1092_plate16.JPG,16,253,63.534,62.184,0.822,0,1.607,0.622,0.91,255,0,0
21,DSC_1092_plate16.JPG,16,632,64.97,101.296,0.774,0,1.057,0.946,0.913,255,0,0
22,DSC_1092_plate16.JPG,16,185,68.973,92.569,0.271,0,3.212,0.311,0.588,255,0,0
23,DSC_1092_plate16.JPG,16,130,74.354,63.154,0.41,0,2.632,0.38,0.705,244.885,5.631,3.715
1,DSC_1093_plate17.JPG,17,3327,52.483,254.492,0.646,0,1.867,0.536,0.884,253.064,1.357,0.984
2,DSC_1093_plate17.JPG,17,628,64.492,107.539,0.682,0,1.28,0.781,0.873,252.928,0.785,0.639
3,DSC_1093_plate17.JPG,17,543,64.096,97.397,0.719,0,1.798,0.556,0.91,255,0,0
4,DSC_1093_plate17.JPG,17,2844,58.496,233.907,0.653,0,1.331,0.751,0.92,254.707,0.161,0.069
5,DSC_1093_plate17.JPG,17,1476,61.18,178.894,0.58,0,1.441,0.694,0.887,253.282,0.951,0.61
6,DSC_1093_plate17.JPG,17,4463,48.288,398.274,0.354,0,1.675,0.597,0.776,254.671,0.181,0.075
7,DSC_1093_plate17.JPG,17,854,62.539,164.995,0.394,0,1.045,0.957,0.767,246.059,2.569,2.171
8,DSC_1093_plate17.JPG,17,3972,50.449,326.818,0.467,0,2.19,0.457,0.851,254.748,0.141,0.068
9,DSC_1093_plate17.JPG,17,6994,46.908,525.127,0.319,0,1.779,0.562,0.786,254.856,0.079,0.05
10,DSC_1093_plate17.JPG,17,2773,48.353,218.936,0.727,0,1.59,0.629,0.915,255,0,0
11,DSC_1093_plate17.JPG,17,390,64.51,107.397,0.425,0,1.956,0.511,0.712,255,0,0
12,DSC_1093_plate17.JPG,17,2406,47.191,229.078,0.576,0,1.809,0.553,0.891,254.863,0.076,0.042
13,DSC_1093_plate17.JPG,17,1492,57.899,166.752,0.674,0,1.888,0.53,0.903,254.887,0.061,0.034
14,DSC_1093_plate17.JPG,17,424,74.785,89.154,0.67,0,1.128,0.887,0.844,244.429,5.733,4.278
15,DSC_1093_plate17.JPG,17,1756,46.076,172.066,0.745,0,1.236,0.809,0.923,255,0,0
16,DSC_1093_plate17.JPG,17,3882,44.679,316.333,0.488,0,2.025,0.494,0.859,255,0,0
17,DSC_1093_plate17.JPG,17,1229,49.902,156.752,0.629,0,1.327,0.753,0.874,255,0,0
18,DSC_1093_plate17.JPG,17,2057,54.333,214.451,0.562,0,1.521,0.657,0.855,254.921,0.042,0.014
19,DSC_1093_plate17.JPG,17,393,56.402,83.397,0.71,0,1.547,0.646,0.877,255,0,0
20,DSC_1093_plate17.JPG,17,175,64.663,62.284,0.567,0,3.13,0.319,0.856,253.131,1.006,0.749
1,DSC_1094_plate18.JPG,18,1619,56.988,196.693,0.526,0,1.53,0.653,0.816,252.459,1.514,0.334
2,DSC_1094_plate18.JPG,18,3350,46.122,339.505,0.365,0,1.486,0.673,0.852,254.084,0.515,0.233
3,DSC_1094_plate18.JPG,18,1998,60.262,190.693,0.69,0,1.739,0.575,0.914,254.832,0.092,0.042
4,DSC_1094_plate18.JPG,18,1129,58.198,173.137,0.473,0,1.054,0.949,0.847,255,0,0
5,DSC_1094_plate18.JPG,18,2840,59.45,347.546,0.295,0,1.927,0.519,0.748,253.965,0.431,0.348
6,DSC_1094_plate18.JPG,18,1496,65.126,218.836,0.393,0,2.506,0.399,0.756,254.326,0.366,0.227
7,DSC_1094_plate18.JPG,18,4273,51.969,362.274,0.409,0,2.152,0.465,0.838,254.923,0.04,0.02
8,DSC_1094_plate18.JPG,18,2340,52.782,212.794,0.649,0,1.494,0.669,0.897,255,0,0
9,DSC_1094_plate18.JPG,18,2888,59.584,292.09,0.425,0,1.42,0.704,0.873,249.278,3.562,1.85
10,DSC_1094_plate18.JPG,18,649,70.582,113.539,0.633,0,1.06,0.943,0.861,254.49,0.279,0.191
11,DSC_1094_plate18.JPG,18,103,74.35,37.799,0.906,0,1.227,0.815,0.912,255,0,0
12,DSC_1094_plate18.JPG,18,3119,49.897,255.019,0.603,0,1.21,0.826,0.906,254.738,0.075,0.061
13,DSC_1094_plate18.JPG,18,294,53.429,67.598,0.809,0,1.221,0.819,0.913,255,0,0
14,DSC_1094_plate18.JPG,18,448,62.502,86.326,0.755,0,1.681,0.595,0.914,255,0,0
15,DSC_1094_plate18.JPG,18,3624,49.121,253.019,0.711,0,1.353,0.739,0.934,254.642,0.208,0.089
16,DSC_1094_plate18.JPG,18,4462,44.535,305.605,0.6,0,1.698,0.589,0.901,255,0,0
17,DSC_1094_plate18.JPG,18,233,71.159,83.397,0.421,0,1.874,0.534,0.746,255,0,0
18,DSC_1094_plate18.JPG,18,1646,54.156,165.338,0.757,0,1.329,0.752,0.909,255,0,0
19,DSC_1094_plate18.JPG,18,316,50.978,71.841,0.769,0,1.498,0.668,0.905,255,0,0
20,DSC_1094_plate18.JPG,18,421,60.257,84.669,0.738,0,1.674,0.597,0.893,255,0,0
21,DSC_1094_plate18.JPG,18,1156,55.222,134.267,0.806,0,1.211,0.826,0.93,255,0,0
22,DSC_1094_plate18.JPG,18,4724,51.527,471.044,0.268,0,1.556,0.643,0.727,254.323,0.397,0.188
23,DSC_1094_plate18.JPG,18,4391,55.31,377.002,0.388,0,1.577,0.634,0.791,253.159,1.103,0.554
24,DSC_1094_plate18.JPG,18,109,69.587,39.113,0.895,0,1.256,0.796,0.89,255,0,0
25,DSC_1094_plate18.JPG,18,5536,36.531,286.877,0.845,0,1.385,0.722,0.971,255,0,0
26,DSC_1094_plate18.JPG,18,4994,45.171,328.333,0.582,0,1.773,0.564,0.916,254.869,0.071,0.045
27,DSC_1094_plate18.JPG,18,3775,49.238,321.647,0.459,0,2.176,0.46,0.873,254.203,0.439,0.138
28,DSC_1094_plate18.JPG,18,569,57.888,94.326,0.804,0,1.544,0.648,0.935,255,0,0
29,DSC_1094_plate18.JPG,18,104,68.933,39.456,0.839,0,1.551,0.645,0.881,255,0,0
1,DSC_1095_plate19.JPG,19,1625,42.37,161.782,0.78,0,1.31,0.763,0.945,255,0,0
2,DSC_1095_plate19.JPG,19,4236,44.418,318.635,0.524,0,1.931,0.518,0.825,255,0,0
3,DSC_1095_plate19.JPG,19,2560,49.507,219.037,0.671,0,1.705,0.587,0.923,255,0,0
4,DSC_1095_plate19.JPG,19,5512,43.439,331.605,0.63,0,1.62,0.617,0.933,254.91,0.049,0.021
5,DSC_1095_plate19.JPG,19,2396,52.866,239.664,0.524,0,2.118,0.472,0.85,252.619,1.308,0.575
6,DSC_1095_plate19.JPG,19,5982,46.627,383.203,0.512,0,1.91,0.523,0.833,253.427,0.932,0.323
7,DSC_1095_plate19.JPG,19,2184,45.2,219.966,0.567,0,1.962,0.51,0.876,255,0,0
8,DSC_1095_plate19.JPG,19,212,67.245,56.426,0.837,0,1.195,0.837,0.904,255,0,0
9,DSC_1095_plate19.JPG,19,575,63.732,136.61,0.387,0,1.745,0.573,0.753,255,0,0
10,DSC_1095_plate19.JPG,19,5743,42.143,406.759,0.436,0,1.573,0.636,0.782,254.745,0.143,0.064
11,DSC_1095_plate19.JPG,19,3109,46.595,339.747,0.338,0,1.97,0.507,0.692,254.79,0.112,0.036
12,DSC_1095_plate19.JPG,19,4917,45.292,338.818,0.538,0,1.792,0.558,0.858,255,0,0
13,DSC_1095_plate19.JPG,19,991,57.741,144.995,0.592,0,1.489,0.672,0.861,255,0,0
14,DSC_1095_plate19.JPG,19,108,73.157,39.456,0.872,0,1.13,0.885,0.874,255,0,0
15,DSC_1095_plate19.JPG,19,3376,44.596,285.563,0.52,0,1.76,0.568,0.898,254.182,0.465,0.252
16,DSC_1095_plate19.JPG,19,1092,59.212,184.551,0.403,0,1.261,0.793,0.793,254.547,0.252,0.109
17,DSC_1095_plate19.JPG,19,522,68.556,134.167,0.364,0,1.83,0.547,0.745,249.333,3.195,1.741
18,DSC_1095_plate19.JPG,19,2831,47.577,277.848,0.461,0,1.911,0.523,0.798,253.92,0.629,0.281
19,DSC_1095_plate19.JPG,19,2091,57.873,209.522,0.599,0,2.141,0.467,0.892,254.911,0.036,0.029
20,DSC_1095_plate19.JPG,19,2095,55.701,210.451,0.594,0,1.565,0.639,0.892,254.225,0.438,0.175
21,DSC_1095_plate19.JPG,19,5288,49.412,432.801,0.355,0,1.856,0.539,0.8,254.508,0.28,0.121
22,DSC_1095_plate19.JPG,19,359,70.66,140.61,0.228,0,2.459,0.407,0.657,253.632,0.719,0.535
23,DSC_1095_plate19.JPG,19,3100,46.015,230.936,0.73,0,1.278,0.782,0.94,254.939,0.023,0.019
24,DSC_1095_plate19.JPG,19,148,68.547,66.669,0.418,0,1.425,0.702,0.703,255,0,0
25,DSC_1095_plate19.JPG,19,296,64.176,103.296,0.349,0,1.778,0.562,0.786,254.446,0.287,0.111
26,DSC_1095_plate19.JPG,19,2117,43.394,193.723,0.709,0,1.491,0.671,0.944,255,0,0
27,DSC_1095_plate19.JPG,19,818,73.345,155.095,0.427,0,1.898,0.527,0.747,247.405,3.571,2.994
28,DSC_1095_plate19.JPG,19,345,60.186,77.255,0.726,0,1.218,0.821,0.888,254.055,0.533,0.154
29,DSC_1095_plate19.JPG,19,1556,50.328,210.208,0.443,0,1.758,0.569,0.754,255,0,0
30,DSC_1095_plate19.JPG,19,140,45.107,102.912,0.166,0,3.401,0.294,0.585,255,0,0
31,DSC_1095_plate19.JPG,19,124,44.839,96.042,0.169,0,11.667,0.086,0.678,255,0,0
32,DSC_1095_plate19.JPG,19,144,44.257,157.355,0.073,0,25.141,0.04,0.555,255,0,0
1,DSC_1096_plate20.JPG,20,3980,42.863,322.919,0.48,0,2.153,0.464,0.863,254.918,0.047,0.012
2,DSC_1096_plate20.JPG,20,536,58.127,108.811,0.569,0,2.199,0.455,0.8,255,0,0
3,DSC_1096_plate20.JPG,20,975,71.555,243.706,0.206,0,2.157,0.464,0.716,247.29,4.254,2.395
4,DSC_1096_plate20.JPG,20,267,75.341,98.225,0.348,0,2.482,0.403,0.662,251.663,1.536,1.24
5,DSC_1096_plate20.JPG,20,1100,40.62,176.551,0.443,0,1.673,0.598,0.806,255,0,0
6,DSC_1096_plate20.JPG,20,2991,47.549,260.149,0.555,0,1.279,0.782,0.886,254.945,0.03,0.022
7,DSC_1096_plate20.JPG,20,518,54.579,117.539,0.471,0,1.727,0.579,0.767,255,0,0
8,DSC_1096_plate20.JPG,20,4662,56.201,375.103,0.416,0,2.139,0.467,0.852,254.092,0.498,0.3
9,DSC_1096_plate20.JPG,20,2246,52.107,282.291,0.354,0,1.669,0.599,0.828,253.037,1.116,0.574
10,DSC_1096_plate20.JPG,20,187,56.262,53.941,0.808,0,1.227,0.815,0.897,255,0,0
11,DSC_1096_plate20.JPG,20,3699,39.211,316.676,0.464,0,2.003,0.499,0.841,254.868,0.079,0.05
12,DSC_1096_plate20.JPG,20,2542,46.147,253.078,0.499,0,1.464,0.683,0.853,254.743,0.141,0.077
13,DSC_1096_plate20.JPG,20,3108,39.789,244.593,0.653,0,1.863,0.537,0.915,255,0,0
14,DSC_1096_plate20.JPG,20,4268,39.947,256.007,0.818,0,1.369,0.731,0.955,255,0,0
15,DSC_1096_plate20.JPG,20,4543,47.201,352.274,0.46,0,1.72,0.581,0.882,254.963,0.02,0.008
16,DSC_1096_plate20.JPG,20,734,56.283,129.196,0.553,0,1.34,0.747,0.847,255,0,0
17,DSC_1096_plate20.JPG,20,295,72.41,154.225,0.156,0,6.661,0.15,0.508,255,0,0
1,DSC_1097_plate21.JPG,21,1815,49.751,167.439,0.814,0,1.4,0.714,0.954,255,0,0
2,DSC_1097_plate21.JPG,21,387,68.757,90.569,0.593,0,1.277,0.783,0.851,255,0,0
3,DSC_1097_plate21.JPG,21,994,54.144,184.551,0.367,0,1.691,0.591,0.779,254.012,0.56,0.2
4,DSC_1097_plate21.JPG,21,511,67.826,101.054,0.629,0,1.812,0.552,0.853,255,0,0
5,DSC_1097_plate21.JPG,21,259,56.402,60.77,0.881,0,1.127,0.888,0.904,255,0,0
6,DSC_1097_plate21.JPG,21,806,45.543,125.196,0.646,0,1.094,0.914,0.885,255,0,0
7,DSC_1097_plate21.JPG,21,1306,53.161,215.279,0.354,0,1.607,0.622,0.736,254.701,0.1,0.081
8,DSC_1097_plate21.JPG,21,4067,46.193,328.291,0.474,0,1.377,0.726,0.849,255,0,0
9,DSC_1097_plate21.JPG,21,4020,54.476,316.09,0.506,0,2.008,0.498,0.88,253.837,0.777,0.577
10,DSC_1097_plate21.JPG,21,4135,43.164,259.907,0.769,0,1.101,0.908,0.95,253.992,0.621,0.206
11,DSC_1097_plate21.JPG,21,3223,55.983,272.191,0.547,0,1.456,0.687,0.903,250.048,2.812,1.321
12,DSC_1097_plate21.JPG,21,2564,48.695,236.492,0.576,0,1.669,0.599,0.9,254.476,0.287,0.158
13,DSC_1097_plate21.JPG,21,139,71.871,61.113,0.468,0,2.92,0.342,0.768,255,0,0
14,DSC_1097_plate21.JPG,21,124,54.081,48.042,0.675,0,1.893,0.528,0.883,255,0,0
15,DSC_1097_plate21.JPG,21,237,55.072,65.841,0.687,0,1.47,0.68,0.883,250.81,2.367,0.637
16,DSC_1097_plate21.JPG,21,4259,46.193,372.174,0.386,0,1.733,0.577,0.792,254.806,0.108,0.054
17,DSC_1097_plate21.JPG,21,149,64.812,108.468,0.159,0,2.05,0.488,0.378,255,0,0
18,DSC_1097_plate21.JPG,21,570,44.281,95.497,0.785,0,1.272,0.786,0.919,255,0,0
19,DSC_1097_plate21.JPG,21,973,45.625,129.095,0.734,0,1.478,0.677,0.926,254.798,0.063,0.051
20,DSC_1097_plate21.JPG,21,4467,44.71,357.789,0.439,0,1.551,0.645,0.793,254.927,0.039,0.019
21,DSC_1097_plate21.JPG,21,4299,45.762,374.174,0.386,0,2.833,0.353,0.788,254.696,0.167,0.077
22,DSC_1097_plate21.JPG,21,556,61.915,134.167,0.388,0,2.277,0.439,0.715,250.894,2.108,0.342
23,DSC_1097_plate21.JPG,21,2985,48.21,273.563,0.501,0,1.71,0.585,0.855,255,0,0
24,DSC_1097_plate21.JPG,21,2374,60.558,217.765,0.629,0,1.517,0.659,0.921,254.862,0.075,0.036
25,DSC_1097_plate21.JPG,21,3875,57.879,374.902,0.346,0,1.485,0.673,0.78,254.826,0.095,0.066
26,DSC_1097_plate21.JPG,21,877,63.732,151.095,0.483,0,1.483,0.675,0.797,254.08,0.536,0.399
27,DSC_1097_plate21.JPG,21,364,73.277,137.581,0.242,0,2.193,0.456,0.613,252.659,1.102,0.926
1,DSC_1098_plate22.JPG,22,173,68.63,67.255,0.481,0,1.219,0.821,0.771,249.335,3.023,1.347
2,DSC_1098_plate22.JPG,22,230,72.017,120.468,0.199,0,6.174,0.162,0.616,255,0,0
3,DSC_1098_plate22.JPG,22,2075,62.193,243.563,0.44,0,2.294,0.436,0.831,251.927,1.863,1.141
4,DSC_1098_plate22.JPG,22,1311,60.789,204.836,0.393,0,1.831,0.546,0.725,249.058,3.301,1.353
5,DSC_1098_plate22.JPG,22,4290,45.376,300.635,0.596,0,1.665,0.601,0.896,254.81,0.105,0.054
6,DSC_1098_plate22.JPG,22,3653,43.524,234.451,0.835,0,1.167,0.857,0.955,255,0,0
7,DSC_1098_plate22.JPG,22,127,74.465,54.77,0.532,0,1.253,0.798,0.777,255,0,0
8,DSC_1098_plate22.JPG,22,4656,40.261,300.049,0.65,0,2.058,0.486,0.886,254.858,0.079,0.037
9,DSC_1098_plate22.JPG,22,7376,58.48,509.713,0.357,0,2.224,0.45,0.783,249.427,4.044,2.806
10,DSC_1098_plate22.JPG,22,1017,63.27,135.439,0.697,0,1.85,0.54,0.925,255,0,0
11,DSC_1098_plate22.JPG,22,1755,58.52,224.35,0.438,0,2.904,0.344,0.788,254.907,0.051,0.025
12,DSC_1098_plate22.JPG,22,4603,51.343,322.777,0.555,0,1.928,0.519,0.862,254.955,0.013,0.01
13,DSC_1098_plate22.JPG,22,974,63.382,156.752,0.498,0,1.551,0.645,0.775,254.475,0.265,0.21
14,DSC_1098_plate22.JPG,22,3260,52.346,377.345,0.288,0,1.974,0.507,0.785,254.844,0.084,0.049
15,DSC_1098_plate22.JPG,22,5640,53.347,422.416,0.397,0,2.074,0.482,0.839,254.789,0.114,0.063
16,DSC_1098_plate22.JPG,22,3040,47.968,216.693,0.814,0,1.288,0.777,0.947,255,0,0
17,DSC_1098_plate22.JPG,22,1926,54.99,224.25,0.481,0,2.27,0.441,0.833,253.473,0.848,0.23
18,DSC_1098_plate22.JPG,22,3487,56.661,256.735,0.665,0,1.429,0.7,0.935,254.374,0.343,0.204
19,DSC_1098_plate22.JPG,22,237,56.397,64.184,0.723,0,1.425,0.702,0.886,255,0,0
20,DSC_1098_plate22.JPG,22,108,71.611,40.042,0.846,0,1.498,0.667,0.9,255,0,0
21,DSC_1098_plate22.JPG,22,326,66.322,72.083,0.788,0,1.196,0.836,0.896,255,0,0
22,DSC_1098_plate22.JPG,22,3867,37.288,302.777,0.53,0,1.472,0.68,0.893,254.626,0.212,0.109
23,DSC_1098_plate22.JPG,22,5066,41.803,378.718,0.444,0,1.631,0.613,0.843,255,0,0
24,DSC_1098_plate22.JPG,22,677,71.202,126.024,0.536,0,1.984,0.504,0.825,253.527,0.774,0.619
25,DSC_1098_plate22.JPG,22,1216,65.659,190.108,0.423,0,2.502,0.4,0.775,254.863,0.075,0.051
26,DSC_1098_plate22.JPG,22,4978,44.372,340.333,0.54,0,2.136,0.468,0.85,254.898,0.056,0.036
27,DSC_1098_plate22.JPG,22,528,54.938,95.154,0.733,0,1.412,0.708,0.903,255,0,0
28,DSC_1098_plate22.JPG,22,818,61.436,193.865,0.274,0,2.53,0.395,0.738,251.654,1.941,0.106
29,DSC_1098_plate22.JPG,22,103,64.505,52.184,0.475,0,1.617,0.618,0.777,255,0,0
1,DSC_1099_plate23.JPG,23,1081,53.709,179.723,0.421,0,1.522,0.657,0.823,255,0,0
2,DSC_1099_plate23.JPG,23,1177,57.869,200.693,0.367,0,1.408,0.71,0.744,255,0,0
3,DSC_1099_plate23.JPG,23,4723,46.425,351.061,0.482,0,1.755,0.57,0.898,251.989,2.602,1.598
4,DSC_1099_plate23.JPG,23,1321,58.701,152.167,0.717,0,1.715,0.583,0.919,254.873,0.07,0.042
5,DSC_1099_plate23.JPG,23,3176,46.825,299.647,0.444,0,1.822,0.549,0.862,254.947,0.029,0.014
6,DSC_1099_plate23.JPG,23,2995,55.317,291.563,0.443,0,2.237,0.447,0.826,254.872,0.044,0.036
7,DSC_1099_plate23.JPG,23,2160,47.571,229.078,0.517,0,1.185,0.844,0.844,254.617,0.215,0.085
8,DSC_1099_plate23.JPG,23,1225,54.37,150.953,0.676,0,2.019,0.495,0.885,255,0,0
9,DSC_1099_plate23.JPG,23,3619,51.792,280.291,0.579,0,1.935,0.517,0.895,254.953,0.025,0.018
10,DSC_1099_plate23.JPG,23,3671,47.15,244.693,0.77,0,1.563,0.64,0.936,255,0,0
11,DSC_1099_plate23.JPG,23,3864,44.954,247.321,0.794,0,1.244,0.804,0.948,255,0,0
12,DSC_1099_plate23.JPG,23,8263,46.992,570.541,0.319,0,1.952,0.512,0.769,254.899,0.055,0.027
13,DSC_1099_plate23.JPG,23,840,66.61,128.61,0.638,0,1.391,0.719,0.882,255,0,0
14,DSC_1099_plate23.JPG,23,2257,54.195,250.451,0.452,0,1.825,0.548,0.862,254.779,0.122,0.079
15,DSC_1099_plate23.JPG,23,3617,44.122,325.605,0.429,0,2.288,0.437,0.743,254.91,0.053,0.031
16,DSC_1099_plate23.JPG,23,2557,51.43,239.865,0.558,0,1.407,0.711,0.897,254.865,0.072,0.044
17,DSC_1099_plate23.JPG,23,318,56.906,83.882,0.568,0,1.662,0.602,0.83,255,0,0
18,DSC_1099_plate23.JPG,23,1728,47.856,226.25,0.424,0,1.484,0.674,0.874,253.917,0.526,0.42
19,DSC_1099_plate23.JPG,23,2859,54.219,245.765,0.595,0,1.803,0.555,0.875,254.943,0.031,0.024
20,DSC_1099_plate23.JPG,23,3479,51.17,327.061,0.409,0,2.117,0.472,0.836,254.953,0.025,0.011
21,DSC_1099_plate23.JPG,23,7640,47.183,510.399,0.369,0,2.95,0.339,0.792,254.978,0.012,0.009
