"pixstart","pix20","pix23","pixend","alivestart","alive20","alive23","aliveend","deadstart","dead20","dead23","deadend","dpixse","dpixs20","dpix2023","dpixs23","dpix23e","dpixse.1","bzt","nacl","inoc","plnt.micr","plate","lbzt","lnacl","lOD600","lOD750","flOD600","Lcellfb6","cellfb6","red","green","blue","aggrE","daggrE","x","y"
922,962.46017699115,1372.80530973451,1432,1,1,1,1,0,0,0,0,510,40.4601769911504,410.345132743363,450.805309734513,59.1946902654868,510,0.1,0.8,"n","MoccTr",12,-2.20727491318972,-0.127833371509885,-4.19970507787993,-4.30506559353775,-4.19970507787993,6.60564268909356,653.759981593317,0.469734814263698,0.460889384894274,0.0693758008420282,9.07581346414673,3.42761880358976,169.963333333333,-319.95
1471,1453.14159292035,4680.76991150443,5821,1,1,1,1,0,0,0,0,4350,-17.858407079646,3227.62831858407,3209.76991150443,1140.23008849557,4350,1,0.8,"y","KSR",12,0.00995033085316809,-0.127833371509885,-3.77226106305299,-3.9633162998157,-3.77226106305299,7.56147483486539,1837.18421147223,0.4608713823007,0.503077874133668,0.0360507435656323,12.3651380005481,6.40429075789578,191.13,-319.95
329,0,0,0,1,0,0,0,0,1,1,1,-329,-329,0,-329,0,-329,0.1,0,"y","KSR",12,-2.20727491318972,-2.52572864430826,-4.01738352108597,-4.19970507787993,-4.01738352108597,7.0445491275868,1061.09690667307,NA,NA,NA,NA,NA,212.296666666667,-319.95
1336,1391.70796460177,2514.05309734513,3216,1,1,1,1,0,0,0,0,1880,55.7079646017698,1122.34513274336,1178.05309734513,701.946902654867,1880,0.1,0,"n","KSR",12,-2.20727491318972,-2.52572864430826,-4.3428059215206,-4.3428059215206,-4.3428059215206,6.18755465972796,401.15976788838,0.463258879104217,0.504772457767151,0.0319686631286328,11.778623410014,4.82420193875828,233.463333333333,-319.95
1165,2253.35398230089,3255.19469026549,3750,1,1,1,1,0,0,0,0,2585,1088.35398230089,1001.8407079646,2090.19469026549,494.805309734513,2585,0.1,0.8,"n","KSR",12,-2.20727491318972,-0.127833371509885,-5.65499231048677,-6.50229017087397,-4.60517018598809,4.47532434440989,2.3282347242822,0.458972068089909,0.46379980563654,0.0772281262735509,9.97099106333308,4.1957448098072,254.63,-319.95
2474,3838.81415929204,3274.09734513274,2654,1,1,1,1,0,0,0,0,180,1364.81415929204,-564.716814159292,800.097345132743,-620.097345132743,180,1,0,"y","MoccTr",12,0.00995033085316809,-2.52572864430826,-3.88733039283777,-3.98998454689786,-3.88733039283777,7.32540031334659,1432.88675944905,0.440472226714486,0.412507095133452,0.147020678152063,8.62113770432162,-1.73127967301019,148.796666666667,-341.2
803,2516.41592920354,3842.75221238938,3363,1,1,1,1,0,0,0,0,2560,1713.41592920354,1326.33628318584,3039.75221238938,-479.75221238938,2560,0.1,0.8,"n","KSR",12,-2.20727491318972,-0.127833371509885,-4.50986000618377,-4.65646348037564,-4.50986000618377,5.47331402197794,152.75360049071,0.439835017368788,0.400547346288308,0.159617636342904,10.81426981973,4.52515867555038,169.963333333333,-341.2
1364,2892.10619469027,3231.56637168142,2972,1,1,1,1,0,0,0,0,1608,1528.10619469027,339.46017699115,1867.56637168142,-259.566371681416,1608,0.1,0.8,"n","KSR",12,-2.20727491318972,-0.127833371509885,-4.46540824361293,-4.46540824361293,-4.46540824361293,5.70852953218733,215.932656805817,0.442520531900816,0.420413369033642,0.137066099065542,9.36467073981529,2.13599771007916,191.13,-341.2
769,0,0,0,1,0,0,0,0,1,1,1,-769,-769,0,-769,0,-769,10,10,"y","BruceH",12,2.30358459332713,2.31055326264322,-4.1043948980756,-4.30506559353775,-4.1043948980756,6.84377217118598,852.525998644416,NA,NA,NA,NA,NA,212.296666666667,-341.2
501,0,0,0,1,0,0,0,0,1,1,1,-501,-501,0,-501,0,-501,0,10,"n","KSR",12,-4.60517018598809,2.31055326264322,-4.46540824361293,-4.50986000618377,-4.46540824361293,5.70852953218733,215.932656805817,NA,NA,NA,NA,NA,233.463333333333,-341.2
1409,1624.8407079646,3180.37168141593,4206,1,1,1,1,0,0,0,0,2797,215.840707964602,1555.53097345133,1771.37168141593,1025.62831858407,2797,10,0.8,"y","MoccTr",12,2.30358459332713,-0.127833371509885,-4.3428059215206,-4.76768911548587,-4.30506559353775,6.30767196863685,463.271070319821,0.450572144356422,0.505484460694698,0.0439433949488794,11.439046147821,3.50012345230599,254.63,-341.2
1671,0,0,0,1,0,0,0,0,1,1,1,-1671,-1671,0,-1671,0,-1671,0.1,10,"y","MoccTr",13,-2.20727491318972,2.31055326264322,-3.75075485783202,-3.93734081341244,-3.75075485783202,7.60470319348281,1922.12108578682,NA,NA,NA,NA,NA,148.796666666667,-362.85
855,1013.65486725664,1159.36283185841,4488,1,1,1,1,0,0,0,0,3633,158.654867256637,145.70796460177,304.362831858407,3328.63716814159,3633,10,0,"y","BruceH",13,2.30358459332713,-2.52572864430826,-4.19970507787993,-4.3428059215206,-4.19970507787993,6.60564268909356,653.759981593317,0.462516869954929,0.497699744510368,0.0397833855347033,10.4423333310066,4.97589597765738,169.963333333333,-362.85
1261,3331.59292035398,1938.30973451327,2035,1,1,1,1,0,0,0,0,774,2070.59292035398,-1393.28318584071,677.309734513274,96.6902654867256,774,0.1,0.8,"y","MoccTr",13,-2.20727491318972,-0.127833371509885,-2.88240358824699,-2.78871810416966,-2.88240358824699,9.29506408577661,10798.6682614772,0.466276538231126,0.422964245532518,0.110759216236356,6.22208089622425,2.26560526572958,191.13,-362.85
745,0,0,0,1,0,0,0,0,1,1,1,-745,-745,0,-745,0,-745,0.1,0.8,"y","KSR",13,-2.20727491318972,-0.127833371509885,-4.23360662955561,-4.38202663467388,-4.23360662955561,6.51462946267469,589.448977312436,NA,NA,NA,NA,NA,212.296666666667,-362.85
2075,0,0,0,1,0,0,0,0,1,1,1,-2075,-2075,0,-2075,0,-2075,1,10,"y","MoccTr",13,0.00995033085316809,2.31055326264322,-3.81671282562382,-4.04555439805267,-3.81671282562382,7.47132032915796,1671.43002800017,NA,NA,NA,NA,NA,233.463333333333,-362.85
1190,0,0,0,1,0,0,0,0,1,1,1,-1190,-1190,0,-1190,0,-1190,0,10,"y","MoccTr",13,-4.60517018598809,2.31055326264322,-3.81671282562382,-4.04555439805267,-3.81671282562382,7.47132032915796,1671.43002800017,NA,NA,NA,NA,NA,254.63,-362.85
480,1149.91150442478,2965.35398230089,4285,1,1,1,1,0,0,0,0,3805,669.911504424779,1815.44247787611,2485.35398230089,1319.64601769911,3805,10,0.8,"y","KSR",13,2.30358459332713,-0.127833371509885,-3.98998454689786,-4.16691525505694,-3.98998454689786,7.10534631417912,1132.96913703775,0.469934873550105,0.46843981745579,0.0616253089941053,10.2553670152933,5.28482781534301,148.796666666667,-384.1
975,91.3628318584071,110.265486725664,272,1,1,1,1,0,0,0,0,-703,-883.637168141593,18.9026548672566,-864.734513274336,161.734513274336,-703,0,0,"y","MoccTr",13,-4.60517018598809,-2.52572864430826,-4.26869794936688,-4.38202663467388,-4.26869794936688,6.41588614977923,525.987539791596,0.428880176538838,0.410854711873147,0.160265111588015,2.7926938201382,-2.23657912753157,169.963333333333,-384.1
291,1527.17699115044,2708.59292035398,3118,1,1,1,1,0,0,0,0,2827,1236.17699115044,1181.41592920354,2417.59292035398,409.407079646018,2827,0.1,0,"n","KSR",13,-2.20727491318972,-2.52572864430826,-4.42284862919414,-4.55638002181866,-4.42284862919414,5.89541705204396,277.873501822894,0.472575697698489,0.491251246730273,0.0361730555712377,9.74838048072835,6.50206187296395,191.13,-384.1
534,1755.58407079646,2421.90265486726,3387,1,1,1,1,0,0,0,0,2853,1221.58407079646,666.318584070796,1887.90265486726,965.097345132743,2853,0,0.8,"n","KSR",13,-4.60517018598809,-0.127833371509885,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.469102513264979,0.492871844256878,0.0380256424781435,10.0528613702403,5.60375119227592,212.296666666667,-384.1
490,756.106194690266,1125.49557522124,2549,1,1,1,1,0,0,0,0,2059,266.106194690266,369.389380530973,635.495575221239,1423.50442477876,2059,10,0.8,"n","BruceH",13,2.30358459332713,-0.127833371509885,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,0.473166842908015,0.482400571878469,0.0444325852135156,8.3673904836936,4.55445763800066,233.463333333333,-384.1
1509,2715.6814159292,6274.89380530973,7688,1,1,1,1,0,0,0,0,6179,1206.6814159292,3559.21238938053,4765.89380530973,1413.10619469027,6179,10,0,"n","MoccTr",13,2.30358459332713,-2.52572864430826,-4.01738352108597,-4.13516655674236,-4.01738352108597,7.0445491275868,1061.09690667307,0.467890518474176,0.501679470551066,0.0304300109747581,14.9779752847822,7.70645708430225,254.63,-384.1
3349,2899.98230088496,5494.37168141593,3734,1,1,1,1,0,0,0,0,385,-449.017699115044,2594.38938053097,2145.37168141593,-1760.37168141593,385,10,0,"y","MoccTr",13,2.30358459332713,-2.52572864430826,-3.70908216143146,-3.79423996977176,-3.70908216143146,7.68784716795792,2096.17788196857,0.442672625889556,0.417902174610676,0.139425199499768,8.92200059256994,-3.25086942778482,148.796666666667,-405.35
1713,2825.1592920354,5529.81415929204,7196,1,1,1,1,0,0,0,0,5483,1112.1592920354,2704.65486725664,3816.81415929204,1666.18584070796,5483,0.1,0,"y","BruceH",13,-2.20727491318972,-2.52572864430826,-4.16691525505694,-4.30506559353775,-4.16691525505694,6.69021675550403,719.001766323433,0.468937575030012,0.502627521596874,0.028434903373114,12.3228673442303,4.09717706811985,169.963333333333,-405.35
877,203.203539823009,129.955752212389,184,1,1,1,1,0,0,0,0,-693,-673.796460176991,-73.2477876106195,-747.044247787611,54.0442477876106,-693,1,10,"y","BruceH",13,0.00995033085316809,2.31055326264322,-4.13516655674236,-4.30506559353775,-4.13516655674236,6.76933672978833,785.239324389224,0.470082819302296,0.414550237200914,0.115366943496789,3.48023453754492,-1.31379178860193,191.13,-405.35
2021,869.522123893805,733.265486725664,629,1,1,1,1,0,0,0,0,-1392,-1151.47787610619,-136.256637168142,-1287.73451327434,-104.265486725664,-1392,1,10,"n","BruceH",13,0.00995033085316809,2.31055326264322,-4.46540824361293,-4.46540824361293,-4.46540824361293,5.70852953218733,215.932656805817,0.474363894889593,0.435486641884063,0.0901494632263441,4.71376434175916,-1.50546264002322,212.296666666667,-405.35
1988,992.389380530973,1682.33628318584,NA,1,1,1,NA,0,0,0,NA,NA,-995.610619469027,689.946902654867,-305.663716814159,NA,NA,0,0.8,"n","KSR",13,-4.60517018598809,-0.127833371509885,-4.42284862919414,-4.3428059215206,-4.42284862919414,5.89541705204396,277.873501822894,NA,NA,NA,NA,NA,233.463333333333,-405.35
1947,0,0,0,1,0,0,0,0,1,1,1,-1947,-1947,0,-1947,0,-1947,1,10,"y","KSR",13,0.00995033085316809,2.31055326264322,-3.81671282562382,-4.01738352108597,-3.81671282562382,7.47132032915796,1671.43002800017,NA,NA,NA,NA,NA,254.63,-405.35
259,195.327433628319,0,0,1,1,0,0,0,0,1,1,-259,-63.6725663716814,-195.327433628319,-259,0,-259,0.1,10,"n","MoccTr",13,-2.20727491318972,2.31055326264322,-4.38202663467388,-4.38202663467388,-4.38202663467388,6.0519778007706,339.457825178343,NA,NA,NA,NA,NA,148.796666666667,-426.6
663,0,0,0,1,0,0,0,0,1,1,1,-663,-663,0,-663,0,-663,0.1,10,"y","MoccTr",13,-2.20727491318972,2.31055326264322,-4.46540824361293,-4.60517018598809,-4.46540824361293,5.70852953218733,215.932656805817,NA,NA,NA,NA,NA,169.963333333333,-426.6
1605,2104.49557522124,2344.71681415929,1391,1,1,1,1,0,0,0,0,-214,499.495575221239,240.221238938053,739.716814159292,-953.716814159292,-214,0,0.8,"n","MoccTr",13,-4.60517018598809,-0.127833371509885,-3.31044301839369,-3.66907682681776,-3.31044301839369,8.46237049262528,4647.770032969,0.456597126658226,0.417065741912992,0.126337131428781,7.56706179313796,1.23727392976673,191.13,-426.6
836,3195.33628318584,7208.21238938053,7960,1,1,1,1,0,0,0,0,7124,2359.33628318584,4012.87610619469,6372.21238938053,751.787610619469,7124,1,0,"n","MoccTr",13,0.00995033085316809,-2.52572864430826,-4.30506559353775,-4.50986000618377,-4.30506559353775,6.30767196863685,463.271070319821,0.47554083061481,0.467925196798456,0.0565339725867336,11.6079488200287,6.01900369999337,212.296666666667,-426.6
1582,2469.1592920354,2558.94690265487,2271,1,1,1,1,0,0,0,0,689,887.159292035398,89.787610619469,976.946902654867,-287.946902654867,689,0.1,0.8,"n","BruceH",13,-2.20727491318972,-0.127833371509885,-4.23360662955561,-4.42284862919414,-4.23360662955561,6.51462946267469,589.448977312436,0.466298718038857,0.455154796222082,0.0785464857390611,7.29844903940712,-0.102201207359185,233.463333333333,-426.6
769,0,0,0,1,0,0,0,0,1,1,1,-769,-769,0,-769,0,-769,0.1,10,"y","BruceH",13,-2.20727491318972,2.31055326264322,-4.1043948980756,-4.07454193492592,-4.1043948980756,6.84377217118598,852.525998644416,NA,NA,NA,NA,NA,254.63,-426.6
1786,1290.89380530973,2835.3982300885,2705,1,1,1,1,0,0,0,0,919,-495.106194690266,1544.50442477876,1049.3982300885,-130.398230088495,919,10,0.8,"y","MoccTr",14,2.30358459332713,-0.127833371509885,-3.91202300542815,-4.07454193492592,-3.91202300542815,7.27343606473119,1356.0001774582,0.449203839551097,0.440575700152295,0.110220460296608,7.74936185938847,-1.42405475035096,148.796666666667,-448.25
1137,0,0,0,1,0,0,0,0,1,1,1,-1137,-1137,0,-1137,0,-1137,0.1,10,"y","KSR",14,-2.20727491318972,2.31055326264322,-4.16691525505694,-4.38202663467388,-4.16691525505694,6.69021675550403,719.001766323433,NA,NA,NA,NA,NA,169.963333333333,-448.25
3291,2856.66371681416,3329.23008849558,5688,1,1,1,1,0,0,0,0,2397,-434.336283185841,472.566371681416,38.2300884955753,2358.76991150442,2397,0.1,0.8,"n","MoccTr",14,-2.20727491318972,-0.127833371509885,-4.38202663467388,-4.50986000618377,-4.38202663467388,6.0519778007706,339.457825178343,0.485132208972521,0.490238935144239,0.02462885588324,13.3942763487881,-0.292503909975654,191.13,-448.25
1308,1160.15044247788,3287.48672566372,4503,1,1,1,1,0,0,0,0,3195,-147.849557522124,2127.33628318584,1979.48672566372,1215.51327433628,3195,0.1,0.8,"y","BruceH",14,-2.20727491318972,-0.127833371509885,-4.04555439805267,-4.23360662955561,-4.04555439805267,6.98092576227577,990.419100641602,0.458967220178317,0.511037088595008,0.0299956912266746,11.1290430209309,2.5718017499058,212.296666666667,-448.25
873,400.106194690266,165.398230088496,154,1,1,1,1,0,0,0,0,-719,-472.893805309734,-234.70796460177,-707.601769911504,-11.3982300884956,-719,0,10,"n","KSR",14,-4.60517018598809,2.31055326264322,-4.1043948980756,-4.19970507787993,-4.1043948980756,6.84377217118598,852.525998644416,0.431254551006507,0.402400582528833,0.166344866464661,2.97883863979264,-4.18382688916159,233.463333333333,-448.25
1034,0,0,0,1,0,0,0,0,1,1,1,-1034,-1034,0,-1034,0,-1034,1,10,"n","MoccTr",14,0.00995033085316809,2.31055326264322,-4.8283137373023,-4.8283137373023,-4.60517018598809,4.47532434440989,2.3282347242822,NA,NA,NA,NA,NA,254.63,-448.25
1398,0,0,0,1,0,0,0,0,1,1,1,-1398,-1398,0,-1398,0,-1398,1,0.8,"n","MoccTr",14,0.00995033085316809,-0.127833371509885,-4.50986000618377,-4.50986000618377,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,148.796666666667,-469.5
1253,1396.43362831858,2439.23008849558,3122,1,1,1,1,0,0,0,0,1869,143.433628318584,1042.79646017699,1186.23008849558,682.769911504425,1869,0,0.8,"n","BruceH",14,-4.60517018598809,-0.127833371509885,-4.50986000618377,-4.55638002181866,-4.50986000618377,5.47331402197794,152.75360049071,0.467958122437669,0.491242226406175,0.0407996511561565,8.32173834236943,-0.062953739349533,169.963333333333,-469.5
1916,2026.52212389381,2207.67256637168,6698,1,1,1,1,0,0,0,0,4782,110.522123893805,181.150442477876,291.672566371682,4490.32743362832,4782,1,0.8,"y","MoccTr",14,0.00995033085316809,-0.127833371509885,-4.30506559353775,-4.38202663467388,-4.30506559353775,6.30767196863685,463.271070319821,0.473454995583927,0.504374284223438,0.0221707201926357,11.0395796455072,0.543882552639998,191.13,-469.5
954,0,0,423,1,0,0,1,0,1,1,0,-531,-954,0,-954,423,-531,0,10,"y","KSR",14,-4.60517018598809,2.31055326264322,-4.13516655674236,-4.26869794936688,-4.13516655674236,6.76933672978833,785.239324389224,0.477617052139576,0.465576060386279,0.0568068874741451,5.08077592937361,-2.65670136104943,212.296666666667,-469.5
1691,587.557522123894,416.646017699115,321,1,1,1,1,0,0,0,0,-1370,-1103.44247787611,-170.911504424779,-1274.35398230089,-95.646017699115,-1370,1,10,"n","BruceH",14,0.00995033085316809,2.31055326264322,-4.55638002181866,-4.46540824361293,-4.55638002181866,5.14589816357272,86.2308071608066,0.47361417438612,0.449110424937509,0.0772754006763711,4.64456759220407,-5.34727821074798,233.463333333333,-469.5
710,0,0,167,1,0,0,1,0,1,1,0,-543,-710,0,-710,167,-543,10,0,"y","KSR",14,2.30358459332713,-2.52572864430826,-3.75075485783202,-3.72970144863419,-3.75075485783202,7.60470319348281,1922.12108578682,0.399780253686583,0.375984437144653,0.224235309168764,1.8803976984833,-4.6301383662186,254.63,-469.5
1381,0,0,167,1,0,0,1,0,1,1,0,-1214,-1381,0,-1381,167,-1214,0.1,0,"y","KSR",14,-2.20727491318972,-2.52572864430826,-4.04555439805267,-4.16691525505694,-4.04555439805267,6.98092576227577,990.419100641602,0.438684588466129,0.403548961304286,0.157766450229585,3.33719675472603,-5.62893839304315,148.796666666667,-490.75
2121,1936.73451327434,3147.29203539823,3326,1,1,1,1,0,0,0,0,1205,-184.265486725664,1210.55752212389,1026.29203539823,178.70796460177,1205,1,0.8,"n","KSR",14,0.00995033085316809,-0.127833371509885,-4.55638002181866,-4.60517018598809,-4.55638002181866,5.14589816357272,86.2308071608066,0.46412135913797,0.499087697094342,0.036790943767688,10.0507979294027,-0.818488776860114,169.963333333333,-490.75
1671,2030.46017699115,2882.65486725664,2768,1,1,1,1,0,0,0,0,1097,359.460176991151,852.194690265487,1211.65486725664,-114.654867256637,1097,0.1,0,"y","MoccTr",14,-2.20727491318972,-2.52572864430826,-4.19970507787993,-4.3428059215206,-4.19970507787993,6.60564268909356,653.759981593317,0.484790863210018,0.465243060515165,0.0499660762748179,10.2630652008676,1.14875174702826,191.13,-490.75
1678,386.716814159292,343.398230088496,288,1,1,1,1,0,0,0,0,-1390,-1291.28318584071,-43.3185840707965,-1334.6017699115,-55.3982300884956,-1390,10,10,"n","BruceH",14,2.30358459332713,2.31055326264322,-4.46540824361293,-4.50986000618377,-4.46540824361293,5.70852953218733,215.932656805817,0.475169950455122,0.46084192404926,0.0639881254956182,4.27585182985673,-5.80162099459826,212.296666666667,-490.75
910,0,0,0,1,0,0,0,0,1,1,1,-910,-910,0,-910,0,-910,10,10,"y","KSR",14,2.30358459332713,2.31055326264322,-4.04555439805267,-4.16691525505694,-4.04555439805267,6.98092576227577,990.419100641602,NA,NA,NA,NA,NA,233.463333333333,-490.75
1015,657.654867256637,1561.04424778761,2777,1,1,1,1,0,0,0,0,1762,-357.345132743363,903.389380530973,546.044247787611,1215.95575221239,1762,1,0,"n","KSR",14,0.00995033085316809,-2.52572864430826,-3.88733039283777,-4.1043948980756,-3.88733039283777,7.32540031334659,1432.88675944905,0.488055573702663,0.431164391019359,0.0807800352779774,12.3004008593006,4.83848237432736,254.63,-490.75
3285,0,0,0,1,0,0,0,0,1,1,1,-3285,-3285,0,-3285,0,-3285,1,10,"n","MoccTr",14,0.00995033085316809,2.31055326264322,-4.50986000618377,-4.42284862919414,-4.46540824361293,5.70852953218733,215.932656805817,NA,NA,NA,NA,NA,148.796666666667,-512
2366,416.646017699115,174.849557522124,108,1,1,1,1,0,0,0,0,-2258,-1949.35398230089,-241.796460176991,-2191.15044247788,-66.8495575221239,-2258,10,0.8,"n","BruceH",14,2.30358459332713,-0.127833371509885,-4.60517018598809,-4.71053070164592,-4.60517018598809,4.47532434440989,2.3282347242822,0.43328995964933,0.406187978917761,0.160522061432909,2.7712914731467,-8.11793390068142,169.963333333333,-512
2167,1001.8407079646,733.265486725664,498,1,1,1,1,0,0,0,0,-1669,-1165.1592920354,-268.575221238938,-1433.73451327434,-235.265486725664,-1669,0,10,"n","BruceH",14,-4.60517018598809,2.31055326264322,-4.50986000618377,-4.60517018598809,-4.50986000618377,5.47331402197794,152.75360049071,0.469591383093538,0.432539257099156,0.0978693598073061,5.69162371281301,-4.49873424290807,191.13,-512
564,0,0,0,1,0,0,0,0,1,1,1,-564,-564,0,-564,0,-564,1,10,"n","MoccTr",14,0.00995033085316809,2.31055326264322,-3.77226106305299,-3.98998454689786,-3.77226106305299,7.56147483486539,1837.18421147223,NA,NA,NA,NA,NA,212.296666666667,-512
1954,2842.48672566372,3727.7610619469,3607,1,1,1,1,0,0,0,0,1653,888.486725663717,885.274336283186,1773.7610619469,-120.761061946903,1653,0,0,"n","BruceH",14,-4.60517018598809,-2.52572864430826,-4.04555439805267,-4.07454193492592,-4.04555439805267,6.98092576227577,990.419100641602,0.455819050833615,0.425862262948008,0.118318686218377,7.7938465992943,-1.49097504564918,233.463333333333,-512
2216,487.530973451327,0,0,1,1,0,0,0,0,1,1,-2216,-1728.46902654867,-487.530973451327,-2216,0,-2216,0,10,"y","MoccTr",14,-4.60517018598809,2.31055326264322,-4.65646348037564,-5.11599580975408,-4.3428059215206,6.18755465972796,401.15976788838,NA,NA,NA,NA,NA,254.63,-512
2222,637.176991150443,406.407079646018,266,1,1,1,1,0,0,0,0,-1956,-1584.82300884956,-230.769911504425,-1815.59292035398,-140.407079646018,-1956,10,10,"n","BruceH",15,2.30358459332713,2.31055326264322,-4.42284862919414,-4.42284862919414,-4.42284862919414,5.89541705204396,277.873501822894,0.461256518570408,0.43896070814494,0.0997827732846519,3.92093276926932,-5.91062112065444,148.796666666667,-533.65
1603,2851.15044247788,5438.45132743363,6043,1,1,1,1,0,0,0,0,4440,1248.15044247788,2587.30088495575,3835.45132743363,604.548672566371,4440,0,0.8,"y","KSR",15,-4.60517018598809,-0.127833371509885,-4.19970507787993,-4.38202663467388,-4.19970507787993,6.60564268909356,653.759981593317,0.460926224032765,0.468361860332687,0.0707119156345478,10.9628156821056,1.72255743908042,169.963333333333,-533.65
1087,3150.44247787611,5827.53097345133,7325,1,1,1,1,0,0,0,0,6238,2063.44247787611,2677.08849557522,4740.53097345133,1497.46902654867,6238,0,0.8,"y","KSR",15,-4.60517018598809,-0.127833371509885,-3.79423996977176,-3.98998454689786,-3.79423996977176,7.51704237098461,1753.62496210405,0.465314771408954,0.508132679877832,0.0265525487132135,12.0437752179389,4.42917086913818,191.13,-533.65
2584,2827.52212389381,2245.47787610619,3334,1,1,1,1,0,0,0,0,750,243.522123893805,-582.044247787611,-338.522123893805,1088.52212389381,750,1,0,"n","MoccTr",15,0.00995033085316809,-2.52572864430826,-4.07454193492592,-4.19970507787993,-4.07454193492592,6.91413624388924,920.906520643025,0.484575993950403,0.469909557431442,0.0455144486181548,8.66741711489917,-0.909834688248276,212.296666666667,-533.65
2627,0,0,0,1,0,0,0,0,1,1,1,-2627,-2627,0,-2627,0,-2627,0,10,"y","MoccTr",15,-4.60517018598809,2.31055326264322,-4.1043948980756,-4.30506559353775,-4.1043948980756,6.84377217118598,852.525998644416,NA,NA,NA,NA,NA,233.463333333333,-533.65
2029,0,0,0,1,0,0,0,0,1,1,1,-2029,-2029,0,-2029,0,-2029,0,10,"n","BruceH",15,-4.60517018598809,2.31055326264322,-4.55638002181866,-4.65646348037564,-4.50986000618377,5.47331402197794,152.75360049071,NA,NA,NA,NA,NA,254.63,-533.65
2749,83.4867256637168,0,0,1,1,0,0,0,0,1,1,-2749,-2665.51327433628,-83.4867256637168,-2749,0,-2749,10,10,"n","MoccTr",15,2.30358459332713,2.31055326264322,-4.3428059215206,-4.38202663467388,-4.3428059215206,6.18755465972796,401.15976788838,NA,NA,NA,NA,NA,148.796666666667,-554.9
1321,166.185840707965,229.982300884956,761,1,1,1,1,0,0,0,0,-560,-1154.81415929204,63.7964601769912,-1091.01769911504,531.017699115044,-560,10,0.8,"n","MoccTr",15,2.30358459332713,-0.127833371509885,-4.16691525505694,-4.26869794936688,-4.16691525505694,6.69021675550403,719.001766323433,0.442627840644283,0.432001640536157,0.12537051881956,5.72382721713688,-2.7088771211416,169.963333333333,-554.9
4690,1705.17699115044,1215.28318584071,818,1,1,1,1,0,0,0,0,-3872,-2984.82300884956,-489.893805309734,-3474.71681415929,-397.283185840708,-3872,0.1,10,"n","MoccTr",15,-2.20727491318972,2.31055326264322,-4.42284862919414,-4.55638002181866,-4.42284862919414,5.89541705204396,277.873501822894,0.465727148887301,0.438854985614016,0.0954178654986836,4.62159948021131,-9.80646171445677,191.13,-554.9
1594,259.911504424779,296.141592920354,370,1,1,1,1,0,0,0,0,-1224,-1334.08849557522,36.2300884955752,-1297.85840707965,73.858407079646,-1224,0,10,"y","BruceH",15,-4.60517018598809,2.31055326264322,-4.23360662955561,-4.30506559353775,-4.23360662955561,6.51462946267469,589.448977312436,0.486499268801145,0.469852826783658,0.0436479044151965,4.32763722703721,-4.08486013416186,212.296666666667,-554.9
878,1300.34513274336,416.646017699115,1502,1,1,1,1,0,0,0,0,624,422.345132743363,-883.699115044248,-461.353982300885,1085.35398230089,624,1,0.8,"y","BruceH",15,0.00995033085316809,-0.127833371509885,-3.98998454689786,-3.9633162998157,-3.98998454689786,7.10534631417912,1132.96913703775,0.494373203892873,0.470398947088797,0.0352278490183293,9.02595412507737,2.89017020530379,233.463333333333,-554.9
2523,269.362831858407,0,286,1,1,0,1,0,0,1,0,-2237,-2253.63716814159,-269.362831858407,-2523,286,-2237,1,10,"n","BruceH",15,0.00995033085316809,2.31055326264322,-4.30506559353775,-4.38202663467388,-4.30506559353775,6.30767196863685,463.271070319821,0.470033466964676,0.419501898038103,0.110464634997221,4.22464474578274,-6.21983557612086,254.63,-554.9
2052,737.991150442478,4315.3185840708,6780,1,1,1,1,0,0,0,0,4728,-1314.00884955752,3577.32743362832,2263.3185840708,2464.6814159292,4728,1,0,"y","MoccTr",15,0.00995033085316809,-2.52572864430826,-3.91202300542815,-4.07454193492592,-3.91202300542815,7.27343606473119,1356.0001774582,0.473575381014832,0.493561518374647,0.0328631006105213,10.259250348406,0.387458560466671,148.796666666667,-576.15
1686,3268.58407079646,6030.73451327434,7842,1,1,1,1,0,0,0,0,6156,1582.58407079646,2762.15044247788,4344.73451327434,1811.26548672566,6156,1,0.8,"y","MoccTr",15,0.00995033085316809,-0.127833371509885,-4.38202663467388,-4.50986000618377,-4.38202663467388,6.0519778007706,339.457825178343,0.476716451674773,0.49239127049308,0.0308922778321473,11.4931073598682,2.92577298991791,169.963333333333,-576.15
1137,0,0,259,1,0,0,1,0,1,1,0,-878,-1137,0,-1137,259,-878,1,10,"y","MoccTr",15,0.00995033085316809,2.31055326264322,-3.9633162998157,-4.26869794936688,-3.9633162998157,7.16360348340068,1206.06181447293,0.455338362127234,0.423592072890475,0.121069564982291,3.94829110643617,-3.10339646101071,191.13,-576.15
1064,1699.66371681416,1588.61061946903,2149,1,1,1,1,0,0,0,0,1085,635.663716814159,-111.053097345133,524.610619469026,560.389380530974,1085,0,0.8,"n","KSR",15,-4.60517018598809,-0.127833371509885,-4.23360662955561,-4.26869794936688,-4.23360662955561,6.51462946267469,589.448977312436,0.489637961589931,0.476364425476509,0.03399761293356,10.6404048206134,3.44260745484485,212.296666666667,-576.15
